    27   691 0.2098397338907E+01 0.9723027511415E-01 0.2095841253937E+01 -.5397078635295E-01
    28   692 0.2067661663187E+01 0.2323823786172E+00 0.2099299881464E+01 0.8847759357440E-01
    29   693 0.2011138434532E+01 0.3525487257621E+00 0.2068890344306E+01 0.2288142335257E+00
    30   694 0.1933648825761E+01 0.4516859015557E+00 0.2007217732342E+01 0.3588792178934E+00
    31   695 0.1838175235680E+01 0.5239674175331E+00 0.1917814632877E+01 0.4667657878155E+00
    32   696 0.1730333608919E+01 0.5619048106792E+00 0.1807334445155E+01 0.5390441379377E+00
    33   697 0.1620649077307E+01 0.5595783839591E+00 0.1689220860447E+01 0.5658592618297E+00
    34   698 0.1522843783470E+01 0.5194802147988E+00 0.1580550663765E+01 0.5479560091217E+00
    35   699 0.1445534827967E+01 0.4534101434019E+00 0.1492318818983E+01 0.4978184323854E+00
    36   700 0.1388930695155E+01 0.3735169038140E+00 0.1425629485963E+01 0.4293017364386E+00
    37   701 0.1349636235793E+01 0.2873735752036E+00 0.1377119595294E+01 0.3513455423380E+00
    38   702 0.1324174484218E+01 0.1988841776527E+00 0.1343138530970E+01 0.2686129671454E+00
    39   703 0.1310047866835E+01 0.1098976683292E+00 0.1320936084172E+01 0.1832913491155E+00
    40   704 0.1305792318578E+01 0.2120435153904E-01 0.1308794940841E+01 0.9644695867701E-01
    41   705 0.1310809611401E+01 -.6673382053190E-01 0.1305946024374E+01 0.8572610059048E-02
    42   706 0.1325186181560E+01 -.1536204603420E+00 0.1312374841466E+01 -.7994170184536E-01
    43   707 0.1349545200637E+01 -.2389488587945E+00 0.1328673213440E+01 -.1685731671191E+00
    44   708 0.1385065348538E+01 -.3217348969050E+00 0.1356050903778E+01 -.2566705655429E+00
    45   709 0.1433750621692E+01 -.4000354196461E+00 0.1396486720455E+01 -.3428608607080E+00
    46   710 0.1498785140186E+01 -.4698213317860E+00 0.1453063628766E+01 -.4241421879759E+00
    47   711 0.1584609985786E+01 -.5221484127720E+00 0.1529986166813E+01 -.4933431854335E+00
    48   712 0.1692570457616E+01 -.5396601702994E+00 0.1628572159679E+01 -.5351912212492E+00
    49   713 0.1810204388595E+01 -.5057330566897E+00 0.1737907529411E+01 -.5329820438103E+00
    50   714 0.1917219705843E+01 -.4246361219552E+00 0.1841227784172E+01 -.4875589267942E+00
    51   715 0.2003046988523E+01 -.3121104948298E+00 0.1930728225252E+01 -.4103207839405E+00
    52   716 0.2064077503928E+01 -.1819905456968E+00 0.2004565074831E+01 -.3095614534025E+00
    53   717 0.2097230621610E+01 -.4364493095385E-01 0.2061412969476E+01 -.1894089924434E+00
    54   663 0.2108415880836E+01 0.9823064902970E-01 0.2105752183368E+01 -.5493577456930E-01
    55   664 0.2078115418275E+01 0.2339160605620E+00 0.2109480143915E+01 0.8763664981172E-01
    56   665 0.2022710922277E+01 0.3551135942999E+00 0.2080001476016E+01 0.2282811555133E+00
    57   666 0.1946996514520E+01 0.4561602256207E+00 0.2020107059335E+01 0.3594898132253E+00
    58   667 0.1853558878675E+01 0.5318779265659E+00 0.1933145228353E+01 0.4701556081331E+00
    59   668 0.1747303272558E+01 0.5753363042742E+00 0.1824929130924E+01 0.5475501816626E+00
    60   669 0.1637447885761E+01 0.5803909282357E+00 0.1707249303678E+01 0.5817871522607E+00
    61   670 0.1536842417796E+01 0.5476642850321E+00 0.1596161931070E+01 0.5716719047707E+00
    62   671 0.1455029158209E+01 0.4870622801827E+00 0.1503705269216E+01 0.5275056660345E+00
    63   672 0.1393684609479E+01 0.4106855342109E+00 0.1432490198055E+01 0.4629660686514E+00
    64   673 0.1350011715065E+01 0.3268002099839E+00 0.1379855547734E+01 0.3877255834489E+00
    65   674 0.1320501395129E+01 0.2398412341081E+00 0.1342103096233E+01 0.3070341015184E+00
    66   675 0.1302439495556E+01 0.1519589066782E+00 0.1316317963275E+01 0.2234478313169E+00
    67   676 0.1294097527493E+01 0.6421456040401E-01 0.1300525405550E+01 0.1381917614362E+00
    68   677 0.1294598137483E+01 -.2299378078918E-01 0.1293641508704E+01 0.5182201115411E-01
    69   678 0.1303760134640E+01 -.1094143594131E+00 0.1295366952179E+01 -.3528311162804E-01
    70   679 0.1321919035399E+01 -.1946916194086E+00 0.1305983800014E+01 -.1227900206224E+00
    71   680 0.1349861485701E+01 -.2782933327998E+00 0.1326295420204E+01 -.2102406538393E+00
    72   681 0.1388912804429E+01 -.3591112728537E+00 0.1357661574795E+01 -.2968766031904E+00
    73   682 0.1441261557808E+01 -.4349437561218E+00 0.1402215860737E+01 -.3811314252889E+00
    74   683 0.1510295908872E+01 -.5011629885374E+00 0.1463224685090E+01 -.4595022555471E+00
    75   684 0.1600381692864E+01 -.5476371486983E+00 0.1544743342201E+01 -.5236289240165E+00
    76   685 0.1711146145059E+01 -.5562270257946E+00 0.1646442621437E+01 -.5572206037778E+00
    77   686 0.1827908016819E+01 -.5135914545495E+00 0.1755283303196E+01 -.5462735878274E+00
    78   687 0.1932161392241E+01 -.4273117600307E+00 0.1856252810201E+01 -.4950644296217E+00
    79   688 0.2015542205048E+01 -.3123174803330E+00 0.1943511054469E+01 -.4145775002874E+00
    80   689 0.2074987157577E+01 -.1812731066563E+00 0.2015693888069E+01 -.3120535198041E+00
    81   690 0.2107377370347E+01 -.4270109785697E-01 0.2071604791080E+01 -.1909133826956E+00
    82   634 0.2118434862381E+01 0.9921530750524E-01 0.2115664433480E+01 -.5585571948940E-01
    83   635 0.2088504928939E+01 0.2355111544463E+00 0.2119627555954E+01 0.8706541968123E-01
    84   636 0.2034106350032E+01 0.3577497487636E+00 0.2090940138165E+01 0.2280488301829E+00
